Pig,6.18556701
Carrot,6.666666667
Eggplant,7.692307692
Clown,9.836065574
Starfish,11.11111111
Toe,12.5
Iron,14.28571429
Cat,16.66666667
Duck,20
Hook,25
4:20,33.33333333
Disguise,50
Root,100
Sticknose,200
Witch,600
